TMAX,TMIN,ETP
30273,20.5786666666667,2.98455335902165
26.1374193548387,15.05,2.0639552001391
26.5743333333333,14655,1.84279767203435
28.7756666666667,18.6566666666667,2.90535407779302
27.798064516129,15.6283870967742,2.40022297131351
27378,15684,1.87202828023651
27765,18.4076666666667,2.87135849693013
27.0593548387097,17.6009677419355,2.31272898512231
26.8126666666667,16468,1.89599757514527
31.0126666666667,19.2723333333333,3.48114482277133
28.3316129032258,15.8303225806452,2.49974721468616
27055,14.1433333333333,2.01061879530437
30415,18997,3.41363760465549
29.2270967741935,17.1203225806452,2.75373686284132
26.5076666666667,14607,1.98257664921564
28.7066666666667,17.0153333333333,3.2907603367006
28.2445161290323,15.5416129032258,2.76260921534019
28.9783333333333,15253,2.19676449086848
29.9753333333333,19.0763333333333,3.44031944022949
28.1693548387097,17.1661290322581,2.82964097049959
26.0663333333333,13.3953333333333,2.18204597489272
29012,17819,3.42342603911149
27.5138709677419,15.7132258064516,2.90913814172396
25.2313333333333,14.9083333333333,2.06146099797811
29.7743333333333,19.7133333333333,3.38303418082695
26.101935483871,14.7806451612903,2.8146470354702
26847,14.6233333333333,2.31486041862274
30252,17.7456666666667,3.69758576553951
28.4541935483871,14.6438709677419,3.10194362328217
28.7806666666667,15.0873333333333,2.62033219928146
29.6253333333333,18117,3.67967644793435
28.0629032258065,15.3487096774194,3.13413689971087
29021,15.9396666666667,2.61522946521142
30.8673333333333,19.8926666666667,3.82121475861615
26.9283870967742,15.6429032258065,3.01404361282515
25437,12.8023333333333,2.57330489988027
33047,20.3616666666667,4.27648911325127
29.9838709677419,18.2703225806452,3.47642822393865
31124,16.2703333333333,3.08870027858595
28.4583333333333,18005,3.58061577336904
27.2212903225806,14.1538709677419,3.24240293333779
28.8186666666667,15645,3.08859361697104
31.8456666666667,20818,3.8890334804985
24.8367741935484,14.9987096774194,3.01957429123704
25.35,13.8036666666667,2.73162835756907
32.2996666666667,20.2746666666667,4.0960954478591
29.9503225806452,16.7251612903226,3.67845860188525
28384,16.4446666666667,3.07129746074069
29.8113333333333,19516,3.73951869928039
27.2245161290323,13.2554838709677,3.46824316668605
29.2783333333333,15.9153333333333,3.25800898373737
31335,19753,3.95602193889039
27.6064516129032,15.0187096774194,3.4098894131734
29.5163333333333,14.5266666666667,3.33967332601273
29.3336666666667,18.7323333333333,3.64965621591506
26.6574193548387,15.0809677419355,3.36475395629426
27.7143333333333,14.9153333333333,3.13763319041766
31705,19117,4.09172292308984
30.2883870967742,17.5196774193548,3.72105950425072
26.8183333333333,13.6873333333333,3.21616334004833
29658,18496,3.7339016429125
26.6883870967742,14.3964516129032,3.42928182498135
28.8143333333333,15.01,3.42341130875658
28457,18.9226666666667,3.55075232832319
25.8570967741935,15.0390322580645,3.28604347458673
25125,13031,3.13638687440384
31.7333333333333,20586,3.78292832775121
28.2932258064516,16.3245161290323,3.49589183235384
26712,15.6016666666667,3.1560139584341
28.0406666666667,18.13,3.43711800048712
28.7909677419355,16.6903225806452,3.51548827975316
27.3313333333333,17.0973333333333,3.32046695201645
31311,20.2136666666667,3.85505157052935
27.1983870967742,16.4883870967742,3.38887438450774
27.6053333333333,15.8873333333333,3.31103710670305
31708,20.5206666666667,3.97710913600478
28.9941935483871,17.4493548387097,3.59390747218467
28.8326666666667,16526,3.45868401250507
31798,19.4463333333333,3.90613814640163
27.3661290322581,15.9258064516129,3.4781987200392
24.9856666666667,12.8203333333333,3.14894392582469
28.4553333333333,18.3746666666667,3.49702698021456
28.4406451612903,19.0587096774194,3.44834739168084
26.9056666666667,14585,3.39066495218314
